train_augmented/Romania_foto_671.jpg_trans_0.jpg,6.0,334.0,739.0,730.0,price_tag
train_augmented/Romania_foto_671.jpg_trans_0.jpg,24.0,374.0,482.0,426.0,product_name
train_augmented/Romania_foto_671.jpg_trans_0.jpg,43.0,646.0,180.0,666.0,product_id
train_augmented/Romania_foto_671.jpg_trans_0.jpg,491.0,431.0,567.0,686.0,price_lei
train_augmented/Romania_foto_671.jpg_trans_0.jpg,576.0,524.0,713.0,693.0,price_bani
train_augmented/Romania_foto_671.jpg_trans_1.jpg,6.0,334.0,739.0,730.0,price_tag
train_augmented/Romania_foto_671.jpg_trans_1.jpg,24.0,374.0,482.0,426.0,product_name
train_augmented/Romania_foto_671.jpg_trans_1.jpg,43.0,646.0,180.0,666.0,product_id
train_augmented/Romania_foto_671.jpg_trans_1.jpg,491.0,431.0,567.0,686.0,price_lei
train_augmented/Romania_foto_671.jpg_trans_1.jpg,576.0,524.0,713.0,693.0,price_bani
train_augmented/Romania_foto_671.jpg_trans_2.jpg,6.0,334.0,739.0,730.0,price_tag
train_augmented/Romania_foto_671.jpg_trans_2.jpg,24.0,374.0,482.0,426.0,product_name
train_augmented/Romania_foto_671.jpg_trans_2.jpg,43.0,646.0,180.0,666.0,product_id
train_augmented/Romania_foto_671.jpg_trans_2.jpg,491.0,431.0,567.0,686.0,price_lei
train_augmented/Romania_foto_671.jpg_trans_2.jpg,576.0,524.0,713.0,693.0,price_bani
train_augmented/Romania_foto_671.jpg_trans_3.jpg,6.0,334.0,739.0,730.0,price_tag
train_augmented/Romania_foto_671.jpg_trans_3.jpg,24.0,374.0,482.0,426.0,product_name
train_augmented/Romania_foto_671.jpg_trans_3.jpg,43.0,646.0,180.0,666.0,product_id
train_augmented/Romania_foto_671.jpg_trans_3.jpg,491.0,431.0,567.0,686.0,price_lei
train_augmented/Romania_foto_671.jpg_trans_3.jpg,576.0,524.0,713.0,693.0,price_bani
train_augmented/Romania_foto_671.jpg_trans_4.jpg,6.0,334.0,739.0,730.0,price_tag
train_augmented/Romania_foto_671.jpg_trans_4.jpg,24.0,374.0,482.0,426.0,product_name
train_augmented/Romania_foto_671.jpg_trans_4.jpg,43.0,646.0,180.0,666.0,product_id
train_augmented/Romania_foto_671.jpg_trans_4.jpg,491.0,431.0,567.0,686.0,price_lei
train_augmented/Romania_foto_671.jpg_trans_4.jpg,576.0,524.0,713.0,693.0,price_bani
train_augmented/Romania_foto_671.jpg_trans_5.jpg,6.0,334.0,739.0,730.0,price_tag
train_augmented/Romania_foto_671.jpg_trans_5.jpg,24.0,374.0,482.0,426.0,product_name
train_augmented/Romania_foto_671.jpg_trans_5.jpg,43.0,646.0,180.0,666.0,product_id
train_augmented/Romania_foto_671.jpg_trans_5.jpg,491.0,431.0,567.0,686.0,price_lei
train_augmented/Romania_foto_671.jpg_trans_5.jpg,576.0,524.0,713.0,693.0,price_bani
train_augmented/Romania_foto_671.jpg_trans_6.jpg,6.0,334.0,739.0,730.0,price_tag
train_augmented/Romania_foto_671.jpg_trans_6.jpg,24.0,374.0,482.0,426.0,product_name
train_augmented/Romania_foto_671.jpg_trans_6.jpg,43.0,646.0,180.0,666.0,product_id
train_augmented/Romania_foto_671.jpg_trans_6.jpg,491.0,431.0,567.0,686.0,price_lei
train_augmented/Romania_foto_671.jpg_trans_6.jpg,576.0,524.0,713.0,693.0,price_bani
train_augmented/Romania_foto_671.jpg_trans_7.jpg,6.0,334.0,739.0,730.0,price_tag
train_augmented/Romania_foto_671.jpg_trans_7.jpg,24.0,374.0,482.0,426.0,product_name
train_augmented/Romania_foto_671.jpg_trans_7.jpg,43.0,646.0,180.0,666.0,product_id
train_augmented/Romania_foto_671.jpg_trans_7.jpg,491.0,431.0,567.0,686.0,price_lei
train_augmented/Romania_foto_671.jpg_trans_7.jpg,576.0,524.0,713.0,693.0,price_bani
train_augmented/Romania_foto_671.jpg_trans_8.jpg,6.0,334.0,739.0,730.0,price_tag
train_augmented/Romania_foto_671.jpg_trans_8.jpg,24.0,374.0,482.0,426.0,product_name
train_augmented/Romania_foto_671.jpg_trans_8.jpg,43.0,646.0,180.0,666.0,product_id
train_augmented/Romania_foto_671.jpg_trans_8.jpg,491.0,431.0,567.0,686.0,price_lei
train_augmented/Romania_foto_671.jpg_trans_8.jpg,576.0,524.0,713.0,693.0,price_bani
train_augmented/Romania_foto_671.jpg_trans_9.jpg,6.0,334.0,739.0,730.0,price_tag
train_augmented/Romania_foto_671.jpg_trans_9.jpg,24.0,374.0,482.0,426.0,product_name
train_augmented/Romania_foto_671.jpg_trans_9.jpg,43.0,646.0,180.0,666.0,product_id
train_augmented/Romania_foto_671.jpg_trans_9.jpg,491.0,431.0,567.0,686.0,price_lei
train_augmented/Romania_foto_671.jpg_trans_9.jpg,576.0,524.0,713.0,693.0,price_bani
train_augmented/Romania_foto_839.jpg_trans_0.jpg,127.0,63.0,1112.0,860.0,price_tag
train_augmented/Romania_foto_839.jpg_trans_0.jpg,170.0,142.0,676.0,202.0,product_name
train_augmented/Romania_foto_839.jpg_trans_0.jpg,175.0,782.0,447.0,832.0,product_id
train_augmented/Romania_foto_839.jpg_trans_0.jpg,714.0,399.0,893.0,831.0,price_lei
train_augmented/Romania_foto_839.jpg_trans_0.jpg,903.0,585.0,1067.0,818.0,price_bani
train_augmented/Romania_foto_839.jpg_trans_1.jpg,127.0,63.0,1112.0,860.0,price_tag
train_augmented/Romania_foto_839.jpg_trans_1.jpg,170.0,142.0,676.0,202.0,product_name
train_augmented/Romania_foto_839.jpg_trans_1.jpg,175.0,782.0,447.0,832.0,product_id
train_augmented/Romania_foto_839.jpg_trans_1.jpg,714.0,399.0,893.0,831.0,price_lei
train_augmented/Romania_foto_839.jpg_trans_1.jpg,903.0,585.0,1067.0,818.0,price_bani
train_augmented/Romania_foto_839.jpg_trans_2.jpg,127.0,63.0,1112.0,860.0,price_tag
train_augmented/Romania_foto_839.jpg_trans_2.jpg,170.0,142.0,676.0,202.0,product_name
train_augmented/Romania_foto_839.jpg_trans_2.jpg,175.0,782.0,447.0,832.0,product_id
train_augmented/Romania_foto_839.jpg_trans_2.jpg,714.0,399.0,893.0,831.0,price_lei
train_augmented/Romania_foto_839.jpg_trans_2.jpg,903.0,585.0,1067.0,818.0,price_bani
train_augmented/Romania_foto_839.jpg_trans_3.jpg,127.0,63.0,1112.0,860.0,price_tag
train_augmented/Romania_foto_839.jpg_trans_3.jpg,170.0,142.0,676.0,202.0,product_name
train_augmented/Romania_foto_839.jpg_trans_3.jpg,175.0,782.0,447.0,832.0,product_id
train_augmented/Romania_foto_839.jpg_trans_3.jpg,714.0,399.0,893.0,831.0,price_lei
train_augmented/Romania_foto_839.jpg_trans_3.jpg,903.0,585.0,1067.0,818.0,price_bani
train_augmented/Romania_foto_839.jpg_trans_4.jpg,127.0,63.0,1112.0,860.0,price_tag
train_augmented/Romania_foto_839.jpg_trans_4.jpg,170.0,142.0,676.0,202.0,product_name
train_augmented/Romania_foto_839.jpg_trans_4.jpg,175.0,782.0,447.0,832.0,product_id
train_augmented/Romania_foto_839.jpg_trans_4.jpg,714.0,399.0,893.0,831.0,price_lei
train_augmented/Romania_foto_839.jpg_trans_4.jpg,903.0,585.0,1067.0,818.0,price_bani
train_augmented/Romania_foto_839.jpg_trans_5.jpg,127.0,63.0,1112.0,860.0,price_tag
train_augmented/Romania_foto_839.jpg_trans_5.jpg,170.0,142.0,676.0,202.0,product_name
train_augmented/Romania_foto_839.jpg_trans_5.jpg,175.0,782.0,447.0,832.0,product_id
train_augmented/Romania_foto_839.jpg_trans_5.jpg,714.0,399.0,893.0,831.0,price_lei
train_augmented/Romania_foto_839.jpg_trans_5.jpg,903.0,585.0,1067.0,818.0,price_bani
train_augmented/Romania_foto_839.jpg_trans_6.jpg,127.0,63.0,1112.0,860.0,price_tag
train_augmented/Romania_foto_839.jpg_trans_6.jpg,170.0,142.0,676.0,202.0,product_name
train_augmented/Romania_foto_839.jpg_trans_6.jpg,175.0,782.0,447.0,832.0,product_id
train_augmented/Romania_foto_839.jpg_trans_6.jpg,714.0,399.0,893.0,831.0,price_lei
train_augmented/Romania_foto_839.jpg_trans_6.jpg,903.0,585.0,1067.0,818.0,price_bani
train_augmented/Romania_foto_839.jpg_trans_7.jpg,127.0,63.0,1112.0,860.0,price_tag
train_augmented/Romania_foto_839.jpg_trans_7.jpg,170.0,142.0,676.0,202.0,product_name
train_augmented/Romania_foto_839.jpg_trans_7.jpg,175.0,782.0,447.0,832.0,product_id
train_augmented/Romania_foto_839.jpg_trans_7.jpg,714.0,399.0,893.0,831.0,price_lei
train_augmented/Romania_foto_839.jpg_trans_7.jpg,903.0,585.0,1067.0,818.0,price_bani
train_augmented/Romania_foto_839.jpg_trans_8.jpg,127.0,63.0,1112.0,860.0,price_tag
train_augmented/Romania_foto_839.jpg_trans_8.jpg,170.0,142.0,676.0,202.0,product_name
train_augmented/Romania_foto_839.jpg_trans_8.jpg,175.0,782.0,447.0,832.0,product_id
train_augmented/Romania_foto_839.jpg_trans_8.jpg,714.0,399.0,893.0,831.0,price_lei
train_augmented/Romania_foto_839.jpg_trans_8.jpg,903.0,585.0,1067.0,818.0,price_bani
